Ticker,Training Data Size,Test Data Size,Accuracy,train_true,train_false,coef,intercept
ASII.JK,967,241,0.5892116182572614,411,556,[-0.01337883  0.00634913 -0.02088817  0.01642414  0.00633175 -1.04630004],-0.29705817435883924
ASJT.JK,967,241,0.6639004149377593,329,638,"[-8.06103919e-02  8.90619551e-02 -2.01026661e-03  1.01483107e-01
 -6.32439604e-04 -2.06837698e+00]",-0.6618632396513042
ASLC.JK,227,56,0.5357142857142857,78,149,[-0.05228137  0.04806888 -0.00931483  0.09875234 -0.01503524  0.15357534],-0.6528131829026762
ASMI.JK,967,241,0.6721991701244814,287,680,[ 0.21439749  0.025264   -0.06697466  0.03474323 -0.04831843  0.92427617],-0.8808145917656797
ASPI.JK,591,147,0.6394557823129252,181,410,[-0.01345391 -0.01514535 -0.02264478 -0.50757541  0.00121418 -0.28908164],-0.8304635964224222
ASRI.JK,966,241,0.5892116182572614,367,599,[-0.02652892 -0.00110538 -0.06122218  0.06077143 -0.00715516 -0.66160117],-0.4873694934641715
ASRM.JK,936,234,0.7350427350427351,178,758,"[-2.56348887e-01  5.21182188e-02 -2.67510183e-03  3.56833283e-02
  7.23161293e-03 -3.20410186e+00]",-1.5011858773242763
ASSA.JK,967,241,0.5809128630705395,376,591,"[ 7.93736495e-02  3.93064629e-02 -1.24145406e-04 -1.85313271e-02
 -1.40722494e-02 -1.03481055e+00]",-0.44772537115907074
ATAP.JK,447,111,0.7747747747747747,139,308,[-0.05007253 -0.01564609  0.33361142  0.08158884  0.06914413 -1.31351479],-0.8035055283394382
ATIC.JK,968,241,0.6141078838174274,262,706,[-0.3631175   0.00275971  0.00244198 -0.03738996 -0.01360527 -1.08285156],-0.9901291303426694
AUTO.JK,967,241,0.5726141078838174,397,570,[-0.04565754 -0.00521352  0.0043506  -0.0307328  -0.00342207  0.23460763],-0.3646167336700682
AVIA.JK,253,63,0.5873015873015873,98,155,[-0.02730471  0.11235508 -0.01915011  0.13341976  0.00982024 -0.31827222],-0.49306892184699674
AXIO.JK,136,33,0.696969696969697,44,92,[-0.01802011  0.15431185 -0.14723924  0.45101221  0.04438879  0.18624528],-0.7235002315277831
AYLS.JK,488,122,0.6885245901639344,147,341,[-0.05345568 -0.10553951  0.0670039   0.10433728 -0.00381558  0.62548416],-0.842421572764888
BABP.JK,650,162,0.6666666666666666,154,496,[ 0.33344841 -0.04861309  0.09161933  0.03372167  0.00638522 -0.15637998],-1.1813718846833006
BACA.JK,966,241,0.7136929460580913,244,722,"[-2.01288540e-01  2.50867205e-03  3.26406410e-02 -1.52377796e-04
 -2.46147415e-03  9.02260951e-02]",-1.0872658185987292
BAJA.JK,967,241,0.6721991701244814,312,655,[-0.00160032 -0.01982863  0.02438094  0.01095952 -0.01686075  0.12838669],-0.7529103369972199
BALI.JK,967,241,0.5975103734439834,336,631,"[-3.21829089e-01 -2.34518527e-02  7.83552424e-02 -2.70196119e-03
  2.71392078e-04 -2.60911766e-01]",-0.6344194623218378
BANK.JK,421,105,0.5523809523809524,178,243,[-0.18855383 -0.17232846 -0.07129559  0.03469961 -0.03704553 -0.01986378],-0.31683704506945576
BAPA.JK,764,191,0.6910994764397905,214,550,[-0.11288036 -0.00480491  0.00201355 -0.05007867  0.0032683  -1.50395085],-0.9465271457683145
BATA.JK,965,241,0.6846473029045643,266,699,[-0.03610235  0.01001612 -0.00456556 -0.09464392  0.01038015 -2.83341065],-0.9810763674793919
BAUT.JK,108,26,1.0,16,92,[-0.02420333  0.74525389  0.32211119 -0.06667013 -0.45618132 -0.30759608],-1.8785852071974567
BAYU.JK,967,241,0.7676348547717843,243,724,[-0.03189316  0.01305502 -0.01253261  0.11976495  0.00057049 -0.33780471],-1.0951883460706617
BBCA.JK,968,241,0.5311203319502075,437,531,[-0.09874992  0.02775934 -0.01397233  0.00336896  0.00401895 -1.45870602],-0.1907793681975983
BBHI.JK,966,241,0.6680497925311203,355,611,[-0.09590363 -0.01072586  0.00396369 -0.03687668  0.00111276 -0.44985668],-0.5379297552931273
BBKP.JK,967,241,0.7053941908713693,323,644,[ 0.03533019  0.03138158  0.0512416   0.02318243 -0.02995549 -0.48812904],-0.6997712725642198
BBLD.JK,967,241,0.6099585062240664,179,788,"[-2.00499288e-02  1.97075400e-02  3.75076396e-02  9.63892932e-03
 -4.72569647e-04 -1.56113410e+00]",-1.4869025950197576
BBMD.JK,888,222,0.8108108108108109,173,715,"[ 3.29965317e-03 -4.64541633e-05  3.54695443e-02 -9.91069930e-02
  4.81984980e-03  1.48354239e-01]",-1.4331290581564273
BBNI.JK,967,241,0.5892116182572614,426,541,[ 0.00525895  0.12064791  0.03581166  0.09634081 -0.00495909  0.28709824],-0.24650747120277355
BBRI.JK,967,241,0.5020746887966805,436,531,"[-1.28934269e-02 -7.70844146e-03  3.31759401e-04  4.02504775e-03
  6.56671539e-03 -4.63465554e-01]",-0.1918739631397203
BBSI.JK,499,124,0.5483870967741935,209,290,[ 0.01012324  0.01475774 -0.23020491  0.02300425 -0.00213788 -0.54208535],-0.3304803174454378
BBSS.JK,556,139,0.6618705035971223,153,403,[-0.05904965  0.03969338  0.07193594  0.10925224  0.00674646 -1.40870234],-0.9799272958831378
BBTN.JK,967,241,0.6058091286307054,398,569,[ 0.00631942 -0.0103111  -0.01081863  0.00499533  0.00472651 -0.11984641],-0.3584838132262711
BBYB.JK,967,241,0.6265560165975104,330,637,"[ 1.89580988e-02 -3.79019118e-02  9.33922682e-05  3.47184585e-03
 -1.67174802e-02 -7.84386766e-01]",-0.660503895977963
BCAP.JK,932,233,0.703862660944206,271,661,[ 0.39387921  0.01341308 -0.1141489   0.17839454 -0.05225467  0.38140131],-0.9008574482447572
BCIC.JK,376,94,0.648936170212766,103,273,[ 0.5961687   0.23103277 -0.13396156 -0.15789038 -0.02382349  1.01011543],-0.9793099474380422
BCIP.JK,888,221,0.6561085972850679,222,666,[-0.10310604 -0.04479631  0.12619808 -0.0492079   0.00916268 -0.45442243],-1.1074305424283286
BDKR.JK,8,2,0.5,5,3,"[-2.28909861e-05  2.39799600e-01  3.93212784e-02 -4.19086172e-03
 -1.95762212e-01  8.77335082e-02]",0.3815883318055502
BDMN.JK,967,241,0.6265560165975104,380,587,[ 0.28876904 -0.01917855  0.00259578  0.00551607 -0.00944065  0.33148419],-0.4351595705183434
BEBS.JK,365,91,0.7692307692307693,168,197,[0.29803364 0.07033042 0.0292082  0.00906488 0.01377925 0.85965017],-0.1557820157604978
BEEF.JK,831,207,0.6811594202898551,261,570,"[-4.18509283e-02 -2.53044103e-04  1.28168790e-01 -8.50570185e-03
 -6.62307480e-03 -8.79267410e-01]",-0.7831320025443518
BEER.JK,40,9,0.7777777777777778,15,25,[-0.00687143 -0.06727044 -0.72475262 -0.98641189  0.29399963 -0.05720454],-0.6068860378307811
BEKS.JK,256,64,0.96875,69,187,[-0.09795997  0.01563739  0.0390766   0.0287655   0.00601508 -0.54225737],-1.003479688062679
BELI.JK,74,18,0.6666666666666666,21,53,[-0.00111038  0.49273887 -0.15325307 -0.0499861   0.23598884 -0.54661389],-1.0532668822307503
BELL.JK,968,241,0.6431535269709544,290,678,"[ 4.41004975e-01 -1.19981949e-04  1.85806839e-02  4.36119922e-02
 -3.88416288e-04 -1.49656415e+00]",-0.8581326222764535
BESS.JK,593,148,0.5878378378378378,249,344,[ 0.29761287  0.0275828  -0.02068076  0.04119206 -0.0174377   1.53594572],-0.3357085504974596
BEST.JK,967,241,0.6182572614107884,336,631,[ 0.07402688 -0.02395589  0.08464658  0.04619429 -0.01570032 -0.07566247],-0.632099485991616
BFIN.JK,967,241,0.5435684647302904,350,617,"[ 8.61765288e-05  2.78127722e-02 -1.11607163e-02 -7.08519312e-03
  8.32165295e-02 -7.25756477e-01]",-0.5708545332115028
BGTG.JK,934,233,0.6952789699570815,273,661,[ 0.03231217 -0.01709259 -0.02713169 -0.0358999  -0.00801546 -0.91275097],-0.8810422285911972
BHAT.JK,570,142,0.6056338028169014,243,327,[ 0.0084643   0.04372899  0.01027485  0.10194524 -0.00154809 -0.75842995],-0.28890358236168473
BHIT.JK,889,222,0.7387387387387387,250,639,[-0.02919405  0.00634738 -0.00666707  0.12605715  0.01389836 -0.87904927],-0.9420203840752618
BIKA.JK,966,241,0.6597510373443983,309,657,[-0.58491833  0.00910875  0.01611594 -0.00686473  0.0020584  -1.55350394],-0.7457002269979133
BIKE.JK,198,49,0.7346938775510204,74,124,[ 0.03648831 -0.22423156  0.01332694 -0.01059038 -0.10131624 -0.01739984],-0.5029808477298952
BIMA.JK,700,175,0.6685714285714286,181,519,[-0.15329089 -0.06433131  0.02075126  0.01281856  0.00264929 -1.03977061],-1.0517057508149006
BINA.JK,967,241,0.6639004149377593,388,579,"[-1.30430019e-03 -5.38832793e-02  1.88269683e-05 -5.35258694e-02
  1.29636415e-02 -1.72404717e-03]",-0.4031595386574463
BINO.JK,260,64,0.765625,95,165,[ 0.00074971  0.08480738  0.06801798 -0.21157552 -0.02249962 -0.57169871],-0.5585591117821612
BIPI.JK,508,127,0.5826771653543307,107,401,"[ 2.14631291e-01 -2.15961407e-02  2.53279581e-02 -4.00239686e-04
  3.99637722e-03 -1.10898718e+00]",-1.3294737778500432
BIPP.JK,860,215,0.786046511627907,203,657,[-0.14641269  0.01296081 -0.03321654 -0.01533473 -0.00594693 -2.18057791],-1.1840628307810135
BIRD.JK,967,241,0.5684647302904564,356,611,"[ 5.77284261e-02  2.30867723e-03 -1.49758049e-02  5.72418877e-04
  1.97562450e-02  7.51576135e-01]",-0.5429615677147465
BISI.JK,967,241,0.6182572614107884,339,628,[ 0.10956941  0.00177065 -0.01775276  0.02345149  0.01063238  0.02512283],-0.6213466360250072
BJBR.JK,967,241,0.6348547717842323,414,553,[ 0.0005992  -0.02165951 -0.01746669 -0.00176529 -0.01152206  0.188251  ],-0.2930329412981368
BJTM.JK,967,241,0.7427385892116183,349,618,"[-3.30197417e-02 -5.88860234e-03 -1.29825728e-02  2.84805373e-03
  9.85005297e-04 -1.12598981e+00]",-0.566054169885541
BKDP.JK,951,237,0.70042194092827,217,734,[-0.15923642  0.05169319 -0.00648418 -0.01692601 -0.01743489 -2.21015861],-1.2267098844766138
BKSL.JK,814,203,0.8226600985221675,234,580,[-0.03355628 -0.02935879 -0.00367686  0.19941821 -0.00845411 -1.27730642],-0.9139962590828495
BKSW.JK,967,241,0.6431535269709544,297,670,[-0.38296007 -0.00485704  0.04105289  0.02215811  0.00433227 -0.29493575],-0.8186999018152435
BLTZ.JK,840,209,0.7129186602870813,151,689,[-0.06259421  0.04131779 -0.01602062  0.06207885  0.03204314 -0.00116434],-1.525101672428726
BLUE.JK,730,182,0.6813186813186813,289,441,"[ 1.52875189e-04 -3.38746224e-05 -3.63162838e-02  3.56526853e-03
  1.22168142e-02 -1.06974970e+00]",-0.41212319391397134
BMAS.JK,967,241,0.5933609958506224,288,679,[-0.19164445 -0.01201644 -0.0085079  -0.00989207  0.00078777  0.16456344],-0.8638328659466054
BMBL.JK,37,9,0.7777777777777778,12,25,[-0.01153804  0.0009993   0.02278484  0.18054104 -0.3502098   0.83388085],-0.8031257668836521
BMHS.JK,339,84,0.6904761904761905,110,229,[-0.05680204  0.07025879  0.03876711 -0.02424158  0.01545172 -0.10765648],-0.7418005670871632
BMRI.JK,968,241,0.5145228215767634,437,531,[-0.07697431  0.00168037  0.1566542  -0.01755705 -0.01012574 -0.195767  ],-0.20008575934984815
BMSR.JK,967,241,0.6680497925311203,335,632,[-0.44017014 -0.00133662 -0.00113883  0.02182837  0.01344889 -0.79911076],-0.628553902410484
BMTR.JK,966,241,0.6099585062240664,356,610,[-0.08130511 -0.01660869 -0.00525602 -0.01309719  0.0139996   0.00305118],-0.5431040092407775
BNBA.JK,967,241,0.6473029045643154,362,605,[ 0.12701122 -0.0181708  -0.00834729  0.0046185  -0.03179638 -0.61750557],-0.5135863081272003
BNBR.JK,268,67,0.6417910447761194,56,212,[ 0.13692037 -0.13394711 -0.08837996 -0.07042578  0.01397035 -0.00600339],-1.4046369931286973
BNGA.JK,967,241,0.6265560165975104,364,603,[-0.12092611 -0.02337213  0.01610248 -0.06560631  0.01385155  0.39859885],-0.5089757975486471
BNII.JK,967,241,0.7136929460580913,331,636,[-0.1385986   0.00765179 -0.02667806  0.00481208  0.00584206 -1.20415116],-0.6538322233304666
BNLI.JK,967,241,0.6597510373443983,368,599,[ 0.05650334 -0.02814157 -0.01554577  0.01074876  0.00644392  0.30804551],-0.49296128492890295
BOBA.JK,275,68,0.6470588235294118,89,186,[-0.05029096  0.04012663 -0.06418716 -0.17302884  0.03571824 -0.85161452],-0.734806469938354
BOGA.JK,967,241,0.6348547717842323,354,613,[-0.05828669  0.01293334 -0.01721779 -0.04063501 -0.01160871  1.20251492],-0.5654666949151459
BOLA.JK,741,185,0.6648648648648648,278,463,[-0.01308581  0.02990238 -0.02162731  0.06404333  0.02129887 -1.26147104],-0.5083378888426014
BOLT.JK,964,241,0.6887966804979253,268,696,[-0.3252088   0.01871175  0.00491806  0.01301666 -0.01035156 -0.57087982],-0.9571346457857598
BOSS.JK,967,241,0.6639004149377593,327,640,[ 0.00601928 -0.0090855   0.00226324  0.06352877  0.00431922  0.22180309],-0.6716850907898967
BPFI.JK,812,203,0.6995073891625616,109,703,[ 0.12732666 -0.02355784  0.10519212  0.05948673  0.03941631 -0.13434404],-1.8755286245997966
BPII.JK,511,127,0.8976377952755905,39,472,[0. 0. 0. 0. 0. 0.],0.0
BPTR.JK,936,234,0.6623931623931624,313,623,"[-4.88234719e-02  1.78552890e-02  4.50730213e-02  2.21025521e-02
 -1.32654914e-03 -2.10539338e+00]",-0.6886833260173504
BRAM.JK,939,234,0.688034188034188,166,773,[ 0.15928049 -0.00299251 -0.01083094  0.00292317  0.00815243  0.20158047],-1.5448368169206068
BRIS.JK,967,241,0.6058091286307054,342,625,[ 0.22911425  0.02230058 -0.01120432  0.12549679  0.01729565 -0.09227765],-0.5993995616989435
BRMS.JK,788,197,0.6294416243654822,230,558,"[ 2.92242827e-02  4.11715260e-02  6.92383463e-03 -5.50804658e-03
  8.01083104e-04 -8.93905943e-01]",-0.8836583747573594
BRNA.JK,964,241,0.8506224066390041,189,775,[-0.03204566 -0.00810195  0.03216874 -0.00335239  0.00100156 -0.57173193],-1.4114746237492641
BRPT.JK,968,241,0.5933609958506224,417,551,"[ 1.74550511e-02 -1.71183112e-05 -3.40725198e-02  1.47771010e-01
  1.29715899e-02 -5.94815856e-01]",-0.2751045232375047
BSBK.JK,66,16,1.0,12,54,[-0.03863331  0.21744037  0.3354727   1.03029519 -0.26233376  0.22611234],-1.5359346953352597
BSDE.JK,966,241,0.5892116182572614,392,574,[-0.01017704 -0.00156416  0.01067563 -0.00282808  0.0056414  -0.64932877],-0.3821772557485492
BSIM.JK,965,241,0.6763485477178424,309,656,"[-2.79800971e-01 -3.38428262e-02 -3.31757682e-02  3.80879242e-02
  9.12071813e-05 -1.47145678e+00]",-0.7515537269713102
BSML.JK,248,62,0.7580645161290323,87,161,[-0.00883653  0.00416606 -0.044951   -0.00315434  0.00326038  0.39405461],-0.6176595103911877
BSSR.JK,967,241,0.5228215767634855,349,618,[-0.00571238  0.01733987  0.03924931  0.00438312  0.01544437 -1.03756803],-0.5618438396080141
BTEK.JK,307,76,0.7368421052631579,118,189,[-0.14823668  0.04604087 -0.01052945  0.01437969  0.14917361 -1.40084354],-0.45956251173630674
BTON.JK,967,241,0.6224066390041494,353,614,"[-2.21654841e-01  3.74185017e-03  1.46154782e-02 -5.11600026e-03
 -8.89162281e-04 -3.46017136e+00]",-0.5536877745583911
BTPN.JK,967,241,0.6265560165975104,386,581,"[-1.90284769e-02  2.52593631e-02 -7.80787434e-03 -7.26610057e-04
 -2.09164068e-03 -8.41869301e-01]",-0.40740853433802604
BTPS.JK,967,241,0.6141078838174274,433,534,"[ 4.77339007e-03  4.66714128e-05 -9.46647591e-04  7.00644797e-02
  3.47739136e-03  2.92713494e-01]",-0.21136612135853747
BUAH.JK,125,31,0.1935483870967742,56,69,[ 0.02745508  0.02043373  0.12347135  0.18532817 -0.04547126  0.16055742],-0.20920063847130577
BUDI.JK,967,241,0.6680497925311203,322,645,"[-1.07219602e-03 -2.49853369e-05 -1.96440245e-02  1.02324328e-02
 -3.43507846e-03 -3.09370634e-02]",-0.7042949467619372
BUKA.JK,321,80,0.6625,124,197,[ 0.00454869 -0.02294116  0.25488004  0.06181301 -0.01079481 -0.21884175],-0.4711657313030511
BUKK.JK,966,241,0.6307053941908713,356,610,[-0.25461839 -0.06891054  0.0243514   0.23100913 -0.00759674 -1.57561084],-0.5297110366566912
BULL.JK,968,241,0.5850622406639004,386,582,[-0.00816555  0.01659909 -0.00044121 -0.00792569 -0.00221737 -0.18598677],-0.4070336820319204
BUMI.JK,884,221,0.5610859728506787,266,618,[0.04286056 0.00494449 0.0394246  0.02826229 0.01620425 0.20820294],-0.8483683555140591
BUVA.JK,624,156,0.7371794871794872,205,419,[-0.05519301 -0.02608955 -0.01089117 -0.0449884  -0.0125568  -0.98696215],-0.7143782035850519
BVIC.JK,966,241,0.6514522821576764,332,634,"[-2.84075505e-01 -2.71581396e-02  1.19458244e-02  1.58742092e-01
 -4.58398300e-04 -7.64305041e-01]",-0.6449336914512227
BWPT.JK,967,241,0.7219917012448133,345,622,[-0.0925352  -0.02110309 -0.01825254 -0.05703886  0.00054407  0.03928235],-0.5897469918454779
BYAN.JK,937,234,0.48717948717948717,285,652,"[ 3.18435209e-01 -1.29052075e-04 -9.61735916e-05 -2.15778287e-02
  5.81414835e-03 -1.27920055e-01]",-0.829401093004134
CAKK.JK,804,200,0.645,237,567,[ 0.16198715 -0.02434663 -0.03577848  0.13014349 -0.00305328 -1.44386554],-0.8776797708535177
CAMP.JK,967,241,0.5975103734439834,355,612,[ 0.00602031  0.00584651 -0.01821045 -0.05638735 -0.00096041 -0.51534113],-0.537747196629614
CANI.JK,964,240,0.65,254,710,[-0.46972318  0.08548301 -0.00062302  0.01061176  0.02606717  0.19774704],-1.033602899551955
CARE.JK,588,147,0.5918367346938775,220,368,[-0.03227205  0.01116911 -0.08365261  0.00389584  0.11028841  0.32444527],-0.5232620681449283
CARS.JK,542,135,0.7037037037037037,177,365,"[ 1.26648992e-02  1.91738937e-05 -2.72480391e-04  2.98684407e-01
 -5.24344160e-04 -4.41230779e-02]",-0.7332074922136024
CASA.JK,964,241,0.6721991701244814,275,689,[-0.00309939 -0.02774394  0.00294048 -0.01929003  0.03096857 -0.44330191],-0.9116215270668108
CASH.JK,564,140,0.65,204,360,[ 0.01005806  0.11216367 -0.28654531  0.07677835  0.03174303  0.52124546],-0.5744285487063928
CASS.JK,966,241,0.5601659751037344,254,712,[-0.02059266 -0.0187497   0.04967645  0.04347838 -0.00281432 -1.11145605],-1.0297345792302428
CBMF.JK,472,118,0.864406779661017,150,322,[ 0.52251162  0.00940314  0.00347594  0.05102152 -0.02226618  0.19342018],-0.7793426266625468
CBPE.JK,40,9,0.7777777777777778,16,24,[-0.00869613 -0.17878042  0.1100335   0.80521402  0.01059298 -0.2830242 ],-0.402953578230416
CBRE.JK,39,9,1.0,9,30,[ 0.00568427  0.19593122  0.05644715 -0.03271127 -0.40987289 -0.23326284],-1.2233091212874994
CBUT.JK,74,18,0.4444444444444444,35,39,[-0.02068682  0.29362168  0.17018086 -0.53217052 -0.57788299  0.05814254],-0.10411165371216641
CCSI.JK,741,185,0.7297297297297297,282,459,[-0.01375835  0.01420301  0.08659383 -0.05614948 -0.00765198 -1.37747513],-0.48435832071702745
CEKA.JK,967,241,0.6431535269709544,392,575,[-0.02128876 -0.03433759  0.00674211 -0.04255456  0.00920547 -1.37485704],-0.3730753928698828
CENT.JK,966,241,0.7178423236514523,332,634,[ 0.07608142 -0.07483299 -0.03066391  0.09434185  0.00348578 -1.0312702 ],-0.6487273510644741
CFIN.JK,966,241,0.6265560165975104,334,632,[-0.02907889  0.021152   -0.03380668  0.03394948  0.00240485 -1.23315819],-0.6409410523537887
CHEM.JK,143,35,0.6,46,97,[-0.10037557  0.07057452  0.04618969 -0.44588948 -0.00162738 -0.3536131 ],-0.7526583252669832
CHIP.JK,22,5,0.4,9,13,[-0.02355485 -0.07759827  0.02844239 -0.09933704  0.28132498  0.21161468],-0.44343175858633743
CINT.JK,967,241,0.7344398340248963,309,658,"[-2.76701372e-01 -8.47223279e-02  8.22174342e-03  1.36524519e-03
  6.43112881e-03 -2.47760232e+00]",-0.7499679344835368
CITA.JK,968,241,0.6721991701244814,282,686,[-0.00974223  0.01107723 -0.00132149  0.00292678 -0.00342763 -0.15492564],-0.8908533476457435
CITY.JK,889,222,0.6846846846846847,291,598,"[-1.27722863e-01 -3.52744124e-04  4.95685083e-02 -4.61909141e-02
 -2.64070412e-03 -1.27673175e+00]",-0.7285334369527743
CLAY.JK,825,206,0.7427184466019418,246,579,[ 0.11305676 -0.0497226  -0.00506509  0.01845456  0.02193104 -1.09402349],-0.8497341061248305
CLEO.JK,967,241,0.6016597510373444,337,630,[-0.0008055   0.00633291  0.00773348  0.00090957  0.01124231  0.01137055],-0.6220749344188883
CLPI.JK,967,241,0.6763485477178424,343,624,[ 0.005173   -0.01229144 -0.00865006 -0.01826406  0.01027439 -1.8315271 ],-0.5987241509014745
CMNP.JK,967,241,0.6514522821576764,382,585,[-0.00918639  0.04765763  0.01420169 -0.01372084  0.00815028 -0.21726977],-0.421851094688053
CMNT.JK,304,76,0.7105263157894737,114,190,[-0.00805872  0.01383411 -0.15069161 -0.0215497   0.00182356  0.17877104],-0.5261609029533498
CMPP.JK,509,127,0.6850393700787402,152,357,[ 0.00695388 -0.00435899  0.1079843  -0.04618891  0.01013874  0.40252803],-0.8637079779180968
CMRY.JK,255,63,0.5079365079365079,118,137,[-0.07894471 -0.01763426  0.00555684 -0.16644997 -0.00292902 -0.11031437],-0.13687355828687467
CNTX.JK,966,241,0.7385892116182573,238,728,"[-4.00556951e-01  3.18199938e-02  2.65598844e-02  2.82036973e-04
  2.35925510e-02 -2.62513322e+00]",-1.127132357982677
COAL.JK,109,27,0.6296296296296297,31,78,[-0.02232709  0.57656568  0.03962068 -0.23428888  0.42604329  0.95352492],-0.949383607138188
COCO.JK,792,197,0.6142131979695431,241,551,[-0.05975887 -0.05427144  0.02373292  0.02157457  0.00072928 -0.32242482],-0.8230808939698087
COWL.JK,310,77,0.8831168831168831,93,217,[-0.07267872  0.23321606  0.03538051  0.08622091 -0.08027089 -0.49089627],-0.8804276830804355
CPIN.JK,967,241,0.5518672199170125,432,535,[-0.01273736  0.00251789 -0.00242987 -0.00255853 -0.00374504 -0.73812423],-0.21528672477091182
CPRI.JK,120,30,0.9666666666666667,24,96,[-0.02617664 -0.29567981  0.756348    0.33452342 -0.11861324 -0.49142951],-1.3849384270911562
CPRO.JK,308,76,0.8289473684210527,88,220,[ 0.10289629 -0.04428581  0.16924736  0.0136896   0.00118606 -0.74288693],-0.9343242217372613
CRAB.JK,124,30,0.7,41,83,[-0.02819733  0.25502844 -0.92285438 -0.65101769  0.56587179 -0.99677739],-0.6754673559517765
CSAP.JK,967,241,0.6182572614107884,310,657,[-0.10491135  0.0282524   0.00376875  0.04299292  0.02105311 -1.62521463],-0.7535860785202162
CSIS.JK,915,228,0.706140350877193,272,643,[ 0.0525721   0.013857   -0.01812829  0.04372397 -0.00905793 -0.84056109],-0.8630031531633187
CSMI.JK,430,107,0.9252336448598131,122,308,[ 0.22586067  0.02712154  0.51546953  0.00923823 -0.04793911 -0.21177846],-0.9306011772072197
CSRA.JK,626,156,0.6025641025641025,229,397,[-0.06614396 -0.00898711  0.16429082  0.048875   -0.0285797  -0.08251067],-0.5549142163348278
CTBN.JK,608,151,0.6821192052980133,120,488,[-0.3368018   0.02195378  0.01737473 -0.0460114  -0.01628718  0.00097539],-1.416106055205275
CTRA.JK,967,241,0.6265560165975104,400,567,[ 0.06851295  0.06063113 -0.04301913  0.03674814 -0.00362247 -0.02334179],-0.3483829476447584
CTTH.JK,682,170,0.8647058823529412,186,496,[-0.12510752 -0.03655223  0.16854941 -0.23801753 -0.01048431 -1.9103912 ],-1.0001789742463032
CUAN.JK,6,1,0.0,3,3,[-0.00704703  0.48266099 -0.0944054  -0.03102811 -0.04012366 -0.05371804],-0.062151236659043076
DADA.JK,270,67,0.9850746268656716,47,223,[-0.1283085   0.25922133 -0.09372005  0.0658924   0.12510307  0.68284369],-1.590714224700645
DART.JK,967,241,0.6514522821576764,251,716,[-0.36041449 -0.00885915  0.00799674 -0.0111546   0.00874753 -1.00074529],-1.0490580010236934
DAYA.JK,966,241,0.5892116182572614,213,753,[-0.50470179 -0.02423696 -0.01041746 -0.05420846  0.03547139  0.06176137],-1.2687662598773823
DCII.JK,424,106,0.9056603773584906,96,328,[ 0.33655156 -0.02502572 -0.00067744  0.1220611   0.00931129  0.32092225],-1.2414928050645495
DEAL.JK,548,136,0.75,214,334,[ 0.51618813  0.16333139 -0.0086568  -0.24399404  0.0114021   1.16663894],-0.45924770075154364
DEFI.JK,724,180,0.7722222222222223,192,532,[ 0.15349894 -0.03395843 -0.00088021 -0.05084227 -0.00188838  0.52455143],-1.0310239156101928
DEPO.JK,260,65,0.7538461538461538,104,156,[-0.0407595   0.02213203  0.01684019  0.00421086  0.00473093 -0.96479322],-0.3816473200172978
DEWA.JK,232,57,0.8421052631578947,71,161,[-0.01026317 -0.07928263 -0.0182775   0.01621459  0.01650384 -0.29353284],-0.8220312373035785
DEWI.JK,138,34,0.5,65,73,[-0.07434166 -0.0364394  -0.0434099  -0.03209654 -0.01851945 -0.30699252],-0.10813645152877811
DFAM.JK,965,241,0.7510373443983402,315,650,[ 0.21467585 -0.01197059 -0.09238342  0.01123628 -0.00640273 -1.46351599],-0.7262401129876813
DGIK.JK,484,121,0.6776859504132231,167,317,[ 0.11938744  0.06977266  0.02279818  0.03466062  0.04232887 -0.3153889 ],-0.6291546469404325
DGNS.JK,430,107,0.6822429906542056,163,267,[-0.00865256  0.01680341 -0.18885871 -0.23046117  0.00990833 -0.42641241],-0.5032938001456052
DIGI.JK,752,187,0.732620320855615,182,570,"[-1.29445944e-01 -9.65738245e-04 -5.99820927e-02 -3.31170545e-02
 -3.54525300e-02 -1.44803698e+00]",-1.1584337532270301
DILD.JK,967,241,0.6473029045643154,338,629,[-0.00342716  0.02251299  0.02428248 -0.00560724  0.00720739 -0.87259819],-0.6164122983392017
DIVA.JK,856,214,0.5841121495327103,331,525,[ 0.23963676  0.05486816 -0.13784097  0.12123811  0.00665101  0.80068578],-0.4595933898750282
DKFT.JK,967,241,0.6431535269709544,341,626,[-0.16351806 -0.01428125  0.07765137  0.05002844  0.00244311 -1.21417452],-0.6012687289015756
DLTA.JK,967,241,0.6182572614107884,315,652,"[-1.16229393e-03 -3.69114017e-03  3.84007996e-02  1.01415942e-03
  1.04423243e-02 -1.20840976e+00]",-0.7282867950343384
DMAS.JK,966,241,0.6763485477178424,378,588,"[-1.25487656e-02 -2.13819258e-02 -9.54016761e-03 -4.46477014e-02
  8.86300333e-04 -1.01796512e+00]",-0.4353382085418041
DMMX.JK,670,167,0.6287425149700598,283,387,[ 0.88655236 -0.03803194 -0.2466767   0.00209236 -0.00799103  0.09482862],-0.329176188147557
DMND.JK,618,154,0.7532467532467533,205,413,[-0.13281439 -0.00604372 -0.03383229  0.26087387  0.00867242 -2.77957496],-0.7039077677395889
DNAR.JK,967,241,0.6514522821576764,295,672,[-0.16055153 -0.00636271 -0.02499201  0.03372753  0.01851946 -0.61541308],-0.8303188086488323
DNET.JK,964,241,0.6597510373443983,237,727,"[-1.06103485e-01  4.77451761e-02 -1.48312030e-04 -8.00842520e-02
 -1.10992340e-03 -1.55953696e+00]",-1.1172954338169088
